NAME,OUTLET TYPE,PHONE NUMBER,STREET ADDRESS,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location
Jewel-Osco Store 3291,Ventra Retail Location,,1040 Summit Avenue,Varies,Varies,42.047666,-88.253406,Elgin,"1040 Summit Avenue
Elgin 60120
(42.04650360800048, -88.25258375699968)"
Jewel-Osco Store 3296,Ventra Retail Location,,7342 West Foster Ave,Varies,Varies,41.9745443,-87.8098682,Chicago,"7342 Foster Ave
Chicago 60656
(41.974475329000484, -87.81051002199968)"
Jewel-Osco Store 3302,Ventra Retail Location,,3644 South Archer Ave,Varies,Varies,41.8278872,-87.682111,Chicago,"3644 Archer Ave
Chicago 60609
(41.827574696000454, -87.68230902599964)"
Jewel-Osco Store 3313,Ventra Retail Location,,1660 Larkin Avenue,Varies,Varies,42.034511,-88.3193919,Elgin,"1660 Larkin Avenue
Elgin 60120
(42.03383947900045, -88.31904646199968)"
Jewel-Osco Store 3340,Ventra Retail Location,,599 E Roosevelt Rd,Varies,Varies,41.8592784,-88.0633244,Glen Ellyn,"599 Roosevelt Rd
Glen Ellyn 60137
(41.85934868400045, -88.06216512999964)"
Jewel-Osco Store 3344,Ventra Retail Location,,1220 S Ashland Ave,Varies,Varies,41.8657884,-87.6663931,Chicago,"1220 Ashland Ave
Chicago 60608
(41.86629496600045, -87.66644629299964)"
Jewel-Osco Store 3345 ,Ventra Retail Location,,1224 S Wabash,Varies,Varies,41.866608,-87.6261185,Chicago,"1224 Wabash
Chicago 60605
(41.86919360200045, -87.62704800699964)"
Jewel-Osco Store 3349,Ventra Retail Location,,2520 N Narragansett Ave,Varies,Varies,41.9275377,-87.7857,Chicago,"2520 Narragansett Ave
Chicago 60639
(41.925914151000484, -87.78557197599969)"
Jewel-Osco Store 3368,Ventra Retail Location,,550 N. State St ,Varies,Varies,41.8923584,-87.6282862,Chicago,"550 State St
Chicago 60610
(41.5219216320005, -87.61640709099964)"
Jewel-Osco Store 3376,Ventra Retail Location,,370 N Des Plaines Ave,Varies,Varies,41.8892134,-87.644683,Chicago,"370 Des Plaines Ave
Chicago 60661
(41.88249366400049, -87.64274651299968)"
Jewel-Osco Store 3407,Ventra Retail Location,,5516 N Clark St,Varies,Varies,41.982115,-87.6685004,Chicago,"5516 Clark St
Chicago 60640
(41.9821592130005, -87.66853493299965)"
Jewel-Osco Store 3424,Ventra Retail Location,,3124 North Lewis Ave.,Varies,Varies,42.409188,-87.856482,Waukegan,"3124 Lewis Ave
Waukegan 60085
(42.34317008200048, -87.85581586099966)"
Jewel-Osco Store 3425,Ventra Retail Location,,1500 S Lee Street,Varies,Varies,42.0268315,-87.8944179,Des Plaines ,"1500 Lee Street
Des Plaines 60018
(42.02556766300046, -87.89445470299967)"
Jewel-Osco Store 3428,Ventra Retail Location,,1128 Chicago Ave,Varies,Varies,41.8933744,-87.8479159,Evanston,"1128 Chicago Ave
Evanston 60202
(42.03807183600048, -87.68021544799967)"
Jewel-Osco Store 3429,Ventra Retail Location,,8730 West Dempster,Varies,Varies,42.040659,-87.844843,Niles ,"8730 Dempster
Niles 60714
(42.039832280000496, -87.84670660399968)"
Jewel-Osco Store 3441,Ventra Retail Location,,2940 NORTH ASHLAND AVENUE ,Varies,Varies,41.9351517,-87.6685632,Chicago,"2940 ASHLAND AVENUE
Chicago 60657
(41.935211868000465, -87.66853616999964)"
Jewel-Osco Store 3442,Ventra Retail Location,,4042 W. Foster Ave.,Varies,Varies,41.9755329,-87.7298045,Chicago,"4042 Foster Ave
Chicago 60630
(41.97555450800047, -87.72985471999965)"
Jewel-Osco Store 3443,Ventra Retail Location,,5343 N Broadway,Varies,Varies,41.979014,-87.659059,Chicago,"5343 Broadway
Chicago 60640
(41.971470687000476, -87.66114760999966)"
Jewel-Osco Store 3446,Ventra Retail Location,,7900 Millwaukee Ave. ,Varies,Varies,42.0254893,-87.8136733,Niles,"7900 Millwaukee Ave
Niles 60714
(42.0244609180005, -87.81256099199965)"
Jewel-Osco Store 3454,Ventra Retail Location,,4250 N Lincolnlinois,Varies,Varies,41.9590249,-87.682558,Chicago,"4250 Lincolnlinois
Chicago 60618
(41.94671284600048, -87.70230784699964)"
Jewel-Osco Store 3455,Ventra Retail Location,,4355 NORTH SHERIDAN AVENUE,Varies,Varies,41.9617069,-87.6540575,Chicago,"4355 SHERIDAN AVENUE
Chicago 60613
(41.95275240300049, -87.65692860999968)"
Jewel-Osco Store 3456,Ventra Retail Location,,411 NORTH GREEN BAY ROAD,Varies,Varies,42.0729618,-87.7062585,Wilmette,"411 GREEN BAY ROAD
Wilmette 60091
(42.07215102700047, -87.70543140999968)"
Jewel-Osco Store 3461,Ventra Retail Location,,1860 South Arlington Heights Road,Varies,Varies,42.0522369,-88.01181793,Arlington Heights,"1860 Arlington Heights Road
Arlington Heights 60005
(42.05187709100045, -87.98193435699966)"
Jewel-Osco Store 3465,Ventra Retail Location,,9449 NORTH SKOKIE BLVD,Varies,Varies,42.0525431,-87.7444071,Skokie,"9449 SKOKIE BLVD
Skokie 60076
(42.05252970000049, -87.74681619999967)"
Jewel-Osco Store 3470,Ventra Retail Location,,3570 NORTH ELSTON,Varies,Varies,41.9458899,-87.707844,Chicago,"3570 ELSTON
Chicago 60618
(41.94671284600048, -87.70230784699964)"
Jewel-Osco Store 3471,Ventra Retail Location,,1517 Sheridan Rd,Varies,Varies,42.0876869,-87.7011223,Wilmette,"1517 Sheridan Rd
Wilmette 60091
(42.08694743400048, -87.70015562499964)"
Jewel-Osco Store 3473,Ventra Retail Location,,819 South Elhurst Rd,Varies,Varies,42.0368071,-87.9406024,Des Plaines,"819 Elhurst Rd
Des Plaines 60016
(42.03700010500046, -87.94066866499969)"
Jewel-Osco Store 3477,Ventra Retail Location,,4734 North Cumberland,Varies,Varies,41.9656836,-87.8367953,Chicago,"4734 Cumberland
Chicago 60656
(41.97552023200046, -87.83044640499969)"
Jewel-Osco Store 3481,Ventra Retail Location,,481 Bussie Highway,Varies,Varies,42.015971,-87.839635,Park Ridge,"481 Bussie Highway
Park Ridge 60068
(42.01590256500049, -87.84042296799964)"
Jewel-Osco Store 3484,Ventra Retail Location,,5667 West Touhy Avenue,Varies,Varies,42.0117376,-87.7676979,Niles,"5667 Touhy Avenue
Niles 60714
(42.01192397900047, -87.76923280699964)"
Jewel-Osco Store 3487,Ventra Retail Location,,2485 HOWARD ST,Varies,Varies,42.0192535,-87.7080908,Evanston ,"2485 HOWARD ST
Evanston 60202
(42.01918455400045, -87.70838714399969)"
Jewel-Osco Store 3501,Ventra Retail Location,,3400 NORTH WESTERN AVENUE,Varies,Varies,41.9432322,-87.6883989,Chicago,"3400 WESTERN AVENUE
Chicago 60018
(41.954753506000486, -87.66189984799968)"
Jewel-Osco Store 3514,Ventra Retail Location,,3531 North Broadway,Varies,Varies,41.789581,-87.877287,Chicago,"3531 Broadway
Chicago 60657
(41.93995201700045, -87.65243587399965)"
Jewel-Osco Store 3516,Ventra Retail Location,,922 North Green Bay Road,Varies,Varies,42.37241,-87.8823638,Waukegan,"922 Green Bay Road
Waukegan 60085
(42.37392972700047, -87.88268578099968)"
Jewel-Osco Store 3632,Ventra Retail Location,,3630 N Southport,Varies,Varies,41.9480204,-87.6642181,Chicago,"3630 Southport
Chicago 60613
(41.95275240300049, -87.65692860999968)"
Jewel-Osco Store 3721,Ventra Retail Location,,6107 S Archer Ave,Varies,Varies,41.7930769,-87.769749,Chicago ,"6107 Archer Ave
Chicago 60638
(41.794413930000474, -87.77065154499968)"
Jimmy Food Market,Ventra Retail Location,,4910 W. Armitage Street,Varies,Varies,41.917162,-87.750041,Chicago,"4910 Armitage Street
Chicago 60639
(41.92050377200047, -87.75488675899965)"
JJ Peppers,Ventra Retail Location,,4850 N. Harlem Avenue,Varies,Varies,41.9539373,-87.807226,Harwood Heights,"4850 Harlem Avenue
Harwood Heights 60706
(41.9686501220005, -87.80718098499966)"
John's Hardware,Ventra Retail Location,,7350 S. Halsted Street ,Varies,Varies,41.7602704,-87.6443144,Chicago,"7350 Halsted Street
Chicago 60621
(41.76012010000045, -87.64430763099966)"
Justice Currency,Currency Exchange,708-496-1500,8009 W. 79Th Street,Varies,Purchase Transit Cards and Passes.,41.747644,-87.819346,Justice,"8009 79Th Street
Justice, IL 60458
(41.74762104000047, -87.81953377399964)"
K & M Grocery,Ventra Retail Location,,3179 W. Madison Street   ,Varies,Varies,41.880879,-87.7058815,Chicago,"3179 Madison Street
Chicago 60612
(41.880962802000454, -87.70553400099965)"
Ka Oriental Gifts,Ventra Retail Location,,221 W. Cermak Road,Varies,Varies,41.8526744,-87.632929,Chicago,"221 Cermak Road
Chicago 60616
(41.852780063000466, -87.63277037299969)"
Kedzie & Lawrence C E,Ventra Retail Location,,4752 North Kedzie Ave ,Varies,Varies,41.9682911,-87.7088144,Chicago,"4752 Kedzie Ave
Chicago 60625
(41.967724432000466, -87.70849021899966)"
"Kedzie Chicago Currency Exchange, Inc.",Ventra Retail Location,,901 N Kedzie,Varies,Varies,41.8978205,-87.7066096,Chicago,"901 Kedzie
Chicago 60651
(41.902493725000454, -87.73697664699966)"
Kedzie Elston Currency,Currency Exchange,773-588-8709,3510 N. Kedzie Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.945197,-87.707785,Chicago,"3510 Kedzie Avenue
Chicago, IL 60618
(41.945283693000476, -87.70779011599967)"
"Kedzie Elston Currency Exchange, Inc",Ventra Retail Location,,3510 N Kedzie,Varies,Varies,41.945535,-87.707956,Chicago,"3510 Kedzie
Chicago 60618
(41.94671284600048, -87.70230784699964)"
Kedzie Irving 24 Hr C E,Ventra Retail Location,,3158 W Irving Park Rd ,Varies,Varies,41.9539868,-87.7077897,Chicago,"3158 Irving Park Rd
Chicago 60618
(41.95397008500049, -87.70751883499969)"
Kedzie L Newstand,Other,773-227-6299,2620 N. Kedzie Avenue,Varies,Purchase Transit Cards and Passes.,41.929013,-87.70746,Chicago,"2620 Kedzie Avenue
Chicago, IL 60647
(41.92864901900049, -87.70774040699968)"
Kedzie Ogden Currency,Currency Exchange,773-762-5873,3160 W. Ogden Avenue,Varies,Purchase Transit Cards and Passes.,41.858074,-87.705168,Chicago,"3160 Ogden Avenue
Chicago, IL 60623
(41.8583830550005, -87.70443206499965)"
Kedzie Wilson Currency,Currency Exchange,773-583-3100,4601 N. Kedzie Avenue,Varies,Purchase Transit Cards and Passes.,41.964743,-87.708357,Chicago,"4601 Kedzie Avenue
Chicago, IL 60625
(41.96480295100048, -87.70833095799969)"
Kedzie-Douglas Rail Station,CTA Rail Station,1-888-YOURCTA,1944 S. Kedzie Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.853964,-87.705408,Chicago,"1944 Kedzie Avenue
Chicago, IL 60623
(41.85496595800049, -87.70537402799965)"
Kedzie-Homan Rail Station,CTA Rail Station,1-888-YOURCTA,530 S. Kedzie Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.874341,-87.70604,Chicago,"530 Kedzie Avenue
Chicago, IL 60624
(41.87887427400045, -87.72193858299966)"
Kedzie-Lake Rail Station,CTA Rail Station,1-888-YOURCTA,3200 W. Lake Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.884321,-87.706155,Chicago,"3200 Lake Street
Chicago, IL 60612
(41.88439036700049, -87.70618846099967)"
Kedzie-Midway Rail Station,CTA Rail Station,1-888-YOURCTA,4900 S. Kedzie Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.804236,-87.704406,Chicago,"4900 Kedzie Avenue
Chicago, IL 60632
(41.80361660900047, -87.70387322399966)"
Kedzie-Ravenswood Rail Station,CTA Rail Station,1-888-YOURCTA,4648 N. Kedzie Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.965996,-87.708821,Chicago,"4648 Kedzie Avenue
Chicago, IL 60625
(41.966209912000465, -87.70844867799968)"
Ken Tone's Drive-In,Ventra Retail Location,,551 W. 18th Street,Varies,Varies,41.8574788,-87.640842,Chicago,"551 18th Street
Chicago 60616
(41.85763001900045, -87.64085017599967)"
Kildare & 67th Marathon,Ventra Retail Location,,4299 W. Marquette Road,Varies,Varies,41.7712732,-87.7298181,Chicago,"4299 Marquette Road
Chicago 60629
(41.7712585110005, -87.72975495599968)"
Kimball & North C E,Ventra Retail Location,,3401 West North Ave.,Varies,Varies,41.909783,-87.712154,Chicago,"3401 North Ave
Chicago 60647
(41.910050802000455, -87.71216032299964)"
Kimball Lawrence C E,Ventra Retail Location,,3421 West Lawrence Ave. ,Varies,Varies,41.9683886,-87.7143077,Chicago,"3421 Lawrence Ave
Chicago 60625
(41.9683630180005, -87.71416654399968)"
Kimball Lawrence Currency,Currency Exchange,773-267-4600,3421 W. Lawrence Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.968392,-87.714272,Chicago,"3421 Lawrence Avenue
Chicago, IL 60625
(41.9683630180005, -87.71416654399968)"
Kimball Montrose Currency,Currency Exchange,773-478-6636,3354 W. Montrose Avenue,Varies,Purchase Transit Cards and Passes.,41.961131,-87.712917,Chicago,"3354 Montrose Avenue
Chicago, IL 60618
(41.96118488400049, -87.71238225599967)"
Kimball Rail Station,CTA Rail Station,1-888-YOURCTA,4755-57 N. Kimball Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.967901,-87.713065,Chicago,"4755 Kimball Avenue
Chicago, IL 60625
(41.96741999900047, -87.71327866399969)"
Kimbark Laundry,Ventra Retail Location,,1218 E. 53rd Street,Varies,Varies,41.7995092,-87.5949405,Chicago,"1218 53rd Street
Chicago 60615
(41.799493896000456, -87.59625809699969)"
King Drive Rail Station,CTA Rail Station,1-888-YOURCTA,400 E. 63rd Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.78013,-87.615546,Chicago,"400 63rd Street
Chicago, IL 60637
(41.78023006000046, -87.61538012699964)"
KMP Sales,Ventra Retail Location,,5148 W. Cermak Road,Varies,Varies,41.851536,-87.753648,Chicago,"5148 Cermak Road
Chicago 60804
(41.851237351000464, -87.75355762099969)"
Kostner Diversey Currency,Currency Exchange,773-489-1552,4359 W. Diversey Avenue,Varies,Purchase Transit Cards and Passes.,41.931662,-87.736753,Chicago,"4359 Diversey Avenue
Chicago, IL 60639
(41.93165952600049, -87.73608928599964)"
Kostner Food Basket,Ventra Retail Location,,22 S. Kostner Avenue,Varies,Varies,41.8798147,-87.7354514,Chicago,"22 Kostner Avenue
Chicago 60624
(41.880943396000475, -87.73549311599965)"
Kostner Rail Station,CTA Rail Station,1-888-YOURCTA,2019 S. Kostner Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.853751,-87.733258,Chicago,"2019 Kostner Avenue
Chicago, IL 60623
(41.854063330000486, -87.73452261799969)"
L & L Multiservices and Cells,Ventra Retail Location,,6348 W. Grand Avenue,Varies,Varies,41.922694,-87.78465,Chicago,"6348 Grand Avenue
Chicago 60639
(41.92242055300045, -87.78477024499966)"
La Primera ,Ventra Retail Location,,5014 N. Clark Street,Varies,Varies,41.972904,-87.668417,Chicago,"5014 Clark Street
Chicago 60640
(41.97294006900046, -87.66800025399965)"
La Salle St Metra Station,Metra Rail Station,,414 S. LaSalle St.,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.875931,-87.632164,Chicago,"414 LaSalle St
Chicago, IL 60605
(41.8765916910005, -87.63174507599967)"
Lake Bluff C E,Ventra Retail Location,,"1251 Skokie Highway, Unit E ",Varies,Varies,42.3029328,-87.8751186,Lake Bluff,"1251 Skokie Highway
Lake Bluff 60044
(42.3036669650005, -87.87553012799964)"
"Lake Laramie Check Cashiers, Inc.",Currency Exchange,773-378-4700,5157 W. Lake Street,Varies,Purchase Transit Cards and Passes.,41.887188,-87.755133,Chicago,"5157 Lake Street
Chicago, IL 60644
(41.887042532000464, -87.75421456699968)"
Lake Meadows Currency,Currency Exchange,312-842-1816,3477 S. King Drive,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.831184,-87.616968,Chicago,"3477 King Drive
Chicago, IL 60616
(41.83160029400045, -87.61694872199968)"
Lake Zurich C E,Ventra Retail Location,,592 W  Route 22 ,Varies,Varies,42.1975358,-88.0854322,LAKE ZURICH,"592 W Route
LAKE ZURICH 60047
(42.2090332890005, -88.09991913799968)"
Lake/State Rail Station,CTA Rail Station,1-888-YOURCTA,188 N. State,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.884809,-87.627813,Chicago,"188 State
Chicago, IL 60601
(41.88582193800045, -87.62477991399965)"
Lansing 24 Hr C E,Ventra Retail Location,,17250 S. Torrence Ave,Varies,Varies,41.5814042,-87.5591124,Lansing,"17250 Torrence Ave
Lansing 60438
(41.58200198200046, -87.55891149199965)"
Lansing on Ridge Currency,Currency Exchange,708-474-0551,18211 S. Torrence Avenue,Varies,Purchase Transit Cards and Passes.,41.564594,-87.558759,Lansing,"18211 Torrence Avenue
Lansing, IL 60438
(41.56421731000046, -87.55872002099966)"
"Laramie Diversey Currency Exchange, Inc",Ventra Retail Location,,5200 W Diversey,Varies,Varies,41.9316699,-87.756649,Chicago,"5200 Diversey
Chicago 60641
(41.947920757000475, -87.74363753999967)"
Laramie Rail Station,CTA Rail Station,1-888-YOURCTA,5148 W. Lake Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.887163,-87.754986,Chicago,"5148 Lake Street
Chicago, IL 60644
(41.88708423100047, -87.75401898699965)"
LaSalle & Chicago Currency,Currency Exchange,312-642-0220,777 N. LaSalle Street,Varies,Purchase Transit Cards and Passes.,41.896563,-87.632709,Chicago,"777 LaSalle Street
Chicago, IL 60654
(41.896406225000476, -87.63267967799965)"
Lasalle Chicago 24 Hr C E Inc,Ventra Retail Location,312-642-0220,777 N. LaSalle Street ,Varies,Varies,41.8963777,-87.6326818,Chicago,"777 LaSalle Street
Chicago 60610
(41.89663051500048, -87.63272985699967)"
LaSalle Rail Station,CTA Rail Station,1-888-YOURCTA,150 W. Congress Parkway,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.875568,-87.631722,Chicago,"150 Congress Parkway
Chicago, IL 60605
(41.875721023000494, -87.63155556199968)"
LaSalle/Van Buren Rail Station,CTA Rail Station,1-888-YOURCTA,121 W. Van Buren Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.8768,-87.631739,Chicago,"121 Van Buren Street
Chicago, IL 60605
(41.87685721800045, -87.63124580599964)"
Lawn Manor Currency,Currency Exchange,773-737-6267,3148 W. 63rd Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.778979,-87.702654,Chicago,"3148 63rd Street
Chicago, IL 60629
(41.77900495600045, -87.70228498499966)"
Lawrence & Kedzie Currency,Currency Exchange,773-539-9561,4752 N. Kedzie Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.968191,-87.708461,Chicago,"4752 Kedzie Avenue
Chicago, IL 60625
(41.967724432000466, -87.70849021899966)"
Lawrence & Sheridan Currency,Currency Exchange,773-561-2774,4812 N. Sheridan Road,Varies,Purchase Transit Cards and Passes.,41.9695,-87.654831,Chicago,"4812 Sheridan Road
Chicago, IL 60640
(41.969521547000454, -87.65483883399969)"
Lawrence Ashland Currency,Currency Exchange,773-275-1585,1620 W. Lawrence Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.968871,-87.670355,Chicago,"1620 Lawrence Avenue
Chicago, IL 60640
(41.968870207000464, -87.67035090999968)"
Lawrence Ashland Currency Exchange,Ventra Retail Location,773-275-1585,1620 W. Lawrence Avenue,Varies,Varies,41.969168,-87.670376,Chicago,"1620 Lawrence Avenue
Chicago 60640
(41.968870207000464, -87.67035090999968)"
Lawrence Cumberland C E ,Ventra Retail Location,,4821 N. Cumberland Ave ,Varies,Varies,41.9670614,-87.8364529,Norridge,"4821 Cumberland Ave
Norridge 60706
(41.96721187000048, -87.83654189899966)"
Lawrence Cumberland Currency,Currency Exchange,708-456-7404,4821 N. Cumberland,Varies,Purchase Transit Cards and Passes.,41.967158,-87.83658,Norridge,"4821 Cumberland
Norridge, IL 60706
(41.96464033800049, -87.81628603199965)"
Lawrence Elston #7 Currency,Currency Exchange,773-283-4375,4459 W. Lawrence Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.968107,-87.740229,Chicago,"4459 Lawrence Avenue
Chicago, IL 60630
(41.968110854000486, -87.74015041399969)"
Lawrence Elston C E,Ventra Retail Location,,4459 W. Lawrence Ave. ,Varies,Varies,41.96785,-87.740342,Chicago,"4459 Lawrence Ave
Chicago 60630
(41.968110854000486, -87.74015041399969)"
Lawrence Rail Station,CTA Rail Station,1-888-YOURCTA,1117 W. Lawrence Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.969139,-87.658493,Chicago,"1117 Lawrence Avenue
Chicago, IL 60640
(41.96902661100046, -87.65812481299969)"
Lawrence Sheridan C E ,Ventra Retail Location,,4812 North Sheridan Road ,Varies,Varies,41.9694544,-87.654833,Chicago,"4812 Sheridan Road
Chicago 60640
(41.969521547000454, -87.65483883399969)"
Laxi Liquors,Ventra Retail Location,,6922 W. Grand Avenue,Varies,Varies,41.923873,-87.798668,Chicago,"6922 Grand Avenue
Chicago 60707
(41.923619386000496, -87.79874861699966)"
Leamington Foods,Ventra Retail Location,,3240 W. Roosevelt Road,Varies,Varies,41.867581,-87.707301,Chicago,"3240 Roosevelt Road
Chicago 60624
(41.86642701700049, -87.70714638599969)"
Liberty Currency,Currency Exchange,773-768-7145,10600 S. Ewing Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.702643,-87.535283,Chicago,"10600 Ewing Avenue
Chicago, IL 60617
(41.7026509960005, -87.53530470799967)"
Library Rail Station,CTA Rail Station,1-888-YOURCTA,26 W. Van Buren Street,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.876862,-87.628196,Chicago,"26 Van Buren Street
Chicago, IL 60605
(41.87700321400047, -87.62592318499969)"
Lincoln Addison Currency,Currency Exchange,773-477-3790,1812 W. Addison,Varies,Purchase Transit Cards and Passes.,41.946915,-87.674557,Chicago,"1812 Addison
Chicago, IL 60657
(41.93995201700045, -87.65243587399965)"
Lincoln Avenue Currency,Currency Exchange,773-989-1114,5671 N. Lincoln Avenue,Varies,Purchase Transit Cards and Passes.,41.984498,-87.697449,Chicago,"5671 Lincoln Avenue
Chicago, IL 60659
(41.984550466000485, -87.69753094599969)"
Lincoln Oakton Currency,Currency Exchange,847-673-4497,5021 W Oakton,Varies,Purchase Transit Cards and Passes.,42.026313,-87.75233,Skokie,"5021 Oakton
Skokie, IL 60077
(42.02629243400048, -87.75318403299968)"
Lincoln Park Market,Food Store,773-477-9372,2500 N. Clark Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.927849,-87.641829,Chicago,"2500 Clark Street
Chicago, IL 60614
(41.92783051900045, -87.64182039799965)"
Lincolnway Check Cashers,Ventra Retail Location,,403 Lincoln Highway ,Varies,Varies,41.506146,-87.6355995,Chicago Heights,"403 Lincoln Highway
Chicago Heights 60411
(41.50603999500049, -87.65874238599969)"
Linden Rail Station,CTA Rail Station,1-888-YOURCTA,349 W. Linden Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.073153,-87.69073,Wilmette,"349 Linden Avenue
Wilmette, IL 60091
(42.07373430100046, -87.69067167299966)"
Lobby News Stand,Food Store,312-726-4015,100 W. Randolph,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.884477,-87.63101,Chicago,"100 Randolph
Chicago, IL 60602
(41.8828629890005, -87.62937692999964)"
Logan Square Rail Station,CTA Rail Station,1-888-YOURCTA,2620 N. Milwaukee Av,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.929728,-87.708541,Chicago,"2620 Milwaukee Av
Chicago, IL 60647
(41.929450628000495, -87.70803054399966)"
Loop Currency Exchange,Ventra Retail Location,,205 West Randolph Street -Lobby ,Varies,Varies,41.8847307,-87.6342645,Chicago,"205 Randolph Street
Chicago 60606
(41.88442641600045, -87.63407019399966)"
Lorel Avenue Food Mart,Ventra Retail Location,,5335 W. Chicago Avenue   ,Varies,Varies,41.894885,-87.7593403,Chicago,"5335 Chicago Avenue
Chicago 60651
(41.8949005930005, -87.75970003799966)"
Louis Joliet Pointe C E,Ventra Retail Location,,2840 PLAINFIELD ROAD ,Varies,Varies,41.5838366,-88.1684333,JOLIET,"2840 PLAINFIELD ROAD
JOLIET 60435
(41.57674091600046, -88.15783289599966)"
Loyola Rail Station,CTA Rail Station,1-888-YOURCTA,1200 W. Loyola Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.001073,-87.661061,Chicago,"1200 Loyola Avenue
Chicago, IL 60626
(42.000707588000466, -87.66078133099967)"
Lucky Mini Mart,Food Store,773-939-7795,4103 N. Lincoln Avenue,Varies,Purchase Transit Cards and Passes.,41.956066,-87.680096,Chicago,"4103 Lincoln Avenue
Chicago, IL 60618
(41.95610965800046, -87.68007423899968)"
Lupita's Food Market,Ventra Retail Location,,249 Pulaski Road,Varies,Varies,41.6154836,-87.5321635,Calumet City,"249 Pulaski Road
Calumet City 60409
(41.6155016510005, -87.53106655599964)"
"Madison & 17th Currency Exchange, Inc",Ventra Retail Location,,1700 Madison,Varies,Varies,41.878612,-87.853954,Maywood,"1700 Madison
Maywood 60153
(41.8786211470005, -87.85399015199965)"
"Madison & 5th Currency Exchange, Inc",Ventra Retail Location,,1000 S 5th Ave,Varies,Varies,41.878815,-87.839191,Maywood,"1000 5th Ave
Maywood 60153
(41.896361253000464, -87.83958423299964)"
Madison & Pulaski C E,Ventra Retail Location,,3938 West Madison Street ,Varies,Varies,41.881057,-87.724698,Chicago,"3938 Madison Street
Chicago 60624
(41.88078342500046, -87.72418092199968)"
Madison & Pulaski Currency,Currency Exchange,773-722-6100,3938 W. Madison Street,Varies,Purchase Transit Cards and Passes.,41.88074,-87.724752,Chicago,"3938 Madison Street
Chicago, IL 60624
(41.88078342500046, -87.72418092199968)"
Madison Austin C E,Ventra Retail Location,,2 West Madison Street ,Varies,Varies,41.880425,-87.774861,Oak Park,"2 Madison Street
Oak Park 60302
(41.88008946600047, -87.77477754199964)"
Madison Austin Currency,Currency Exchange,708-386-0573,2 W. Madison Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.882034,-87.627885,Chicago,"2 Madison Street
Chicago, IL 60603
(41.88079042200047, -87.62899891499967)"
Madison Francisco Currency,Currency Exchange,773-722-2211,2848 W.  Madison Street,Varies,Purchase Transit Cards and Passes.,41.881055,-87.698347,Chicago,"2848 Madison Street
Chicago, IL 60612
(41.88106053000047, -87.69818083399969)"
Madison Harlem C E,Ventra Retail Location,,1147 West Madison Street ,Varies,Varies,41.879617,-87.8037814,Oak Park,"1147 Madison Street
Oak Park 60304
(41.879586933000496, -87.80406731099964)"
Madison Harlem Currency,Currency Exchange,708-366-2885,1147 W. Madison,Varies,Purchase Transit Cards and Passes.,41.881635,-87.656142,Chicago,"1147 Madison
Chicago, IL 60607
(41.876510591000454, -87.65365682099969)"
Madison Laramie C E ,Ventra Retail Location,,5146 W. Madison St,Varies,Varies,41.880421,-87.7544001,Chicago,"5146 Madison St
Chicago 60644
(41.880421501000455, -87.75403821899965)"
